monthly_rent,location,property_type,rooms,size,furnished,region,Gymnasium,Air-Cond,Washing Machine,Swimming Pool,location_bin
850,Semenyih,Apartment,3,900,1,Selangor,0,1,0,0,1
1100,Cheras,Condominium,3,1124,1,Selangor,0,1,0,1,3
2100,Setia Alam,Service Residence,3,1014,0,Selangor,0,0,0,0,4
1200,Semenyih,Condominium,3,1097,1,Selangor,1,1,1,1,1
1999,Sungai Buloh,Service Residence,3,1136,1,Selangor,1,1,0,1,3
700,Semenyih,Apartment,3,950,1,Selangor,0,0,0,0,1
1000,Ampang,Apartment,3,700,1,Selangor,0,0,0,0,3
1700,Damansara Damai,Condominium,3,749,2,Selangor,1,0,0,0,2
900,Puchong,Apartment,3,750,0,Selangor,0,0,0,0,2
1300,I-City,Service Residence,2,626,2,Selangor,1,1,1,1,4
1200,Subang Jaya,Condominium,1,580,0,Selangor,1,1,0,1,3
800,Semenyih,Apartment,3,850,0,Selangor,1,0,0,1,1
800,Kajang,Apartment,3,750,0,Selangor,0,0,0,1,2
1500,USJ,Service Residence,2,850,2,Selangor,1,1,1,1,3
1500,Batu Caves,Service Residence,3,1208,1,Selangor,1,1,0,1,2
900,Kajang,Apartment,3,840,0,Selangor,0,0,0,0,2
1200,Kajang,Service Residence,2,777,0,Selangor,1,1,0,1,2
1200,Puchong,Condominium,3,1100,1,Selangor,1,1,0,1,2
2200,Shah Alam,Service Residence,4,1300,1,Selangor,0,1,0,0,3
1100,Puchong,Condominium,3,1100,0,Selangor,1,0,0,1,2
1200,Kajang,Condominium,3,1300,2,Selangor,1,1,0,1,2
700,Cheras,Apartment,3,750,1,Selangor,0,0,0,0,3
850,Petaling Jaya,Apartment,3,852,1,Selangor,0,0,0,0,3
900,Petaling Jaya,Apartment,3,852,1,Selangor,0,0,0,0,3
1900,Cheras,Service Residence,3,875,1,Selangor,1,1,0,1,3
2000,Shah Alam,Service Residence,2,872,1,Selangor,0,1,0,1,3
1300,Shah Alam,Service Residence,2,850,0,Selangor,1,1,0,1,3
1050,Ampang,Condominium,1,450,2,Selangor,1,1,0,1,3
1100,Ampang,Condominium,1,450,2,Selangor,1,1,1,1,3
1400,Cheras,Service Residence,2,704,1,Selangor,1,1,0,1,3
1500,Cheras,Service Residence,1,551,2,Selangor,1,1,1,1,3
1100,Kota Damansara,Condominium,3,960,0,Selangor,0,1,1,0,5
900,Kajang,Condominium,3,1200,0,Selangor,1,0,0,1,2
750,Semenyih,Apartment,3,900,0,Selangor,0,0,0,0,1
650,Selayang,Apartment,3,678,0,Selangor,0,0,0,0,3
650,Selayang,Apartment,2,602,0,Selangor,0,0,0,0,3
1300,Subang Jaya,Apartment,2,527,2,Selangor,0,1,1,1,3
1800,Balakong,Service Residence,3,1248,2,Selangor,1,1,1,1,2
950,Shah Alam,Apartment,1,614,2,Selangor,0,1,0,0,3
900,Seri Kembangan,Apartment,3,850,0,Selangor,0,0,0,1,2
750,Damansara Damai,Apartment,2,800,1,Selangor,0,1,0,0,2
650,Seri Kembangan,Apartment,3,650,0,Selangor,0,0,0,0,2
1500,Shah Alam,Condominium,3,1100,1,Selangor,1,0,0,1,3
1600,Cyberjaya,Condominium,2,860,2,Selangor,1,1,1,1,3
1800,Shah Alam,Condominium,3,915,1,Selangor,1,0,0,1,3
2000,Cyberjaya,Condominium,2,750,2,Selangor,0,1,1,0,3
1900,Cyberjaya,Apartment,2,900,2,Selangor,0,1,1,0,3
1800,Cyberjaya,Condominium,3,1398,1,Selangor,1,1,0,1,3
1300,Ampang,Duplex,3,785,0,Selangor,0,0,0,0,3
700,Ampang,Flat,3,700,0,Selangor,0,0,0,0,3
1600,Cheras,Service Residence,3,996,1,Selangor,1,0,0,1,3
950,Cheras,Condominium,3,936,0,Selangor,1,0,0,1,3
1800,Cheras,Service Residence,2,1367,2,Selangor,1,1,1,1,3
750,Cheras,Apartment,3,750,0,Selangor,0,0,0,0,3
950,Seri Kembangan,Apartment,3,850,0,Selangor,0,0,0,0,2
1000,Kajang,Condominium,3,1050,1,Selangor,1,0,0,1,2
1800,Cheras,Service Residence,2,1367,2,Selangor,1,1,1,1,3
1200,Bandar Sunway,Condominium,1,550,2,Selangor,0,1,1,1,4
1600,Puchong,Condominium,3,1063,2,Selangor,0,0,0,0,2
700,Port Klang,Flat,3,650,0,Selangor,0,0,0,0,4
800,Shah Alam,Flat,3,600,0,Selangor,0,0,0,0,3
1300,Petaling Jaya,Apartment,3,850,1,Selangor,0,0,0,0,3
700,Rawang,Apartment,3,650,0,Selangor,0,0,0,0,1
2000,Bandar Sunway,Service Residence,3,949,2,Selangor,1,1,1,1,4
1799,Petaling Jaya,Service Residence,3,689,2,Selangor,0,1,1,0,3
2100,Puchong,Service Residence,2,881,2,Selangor,1,1,1,1,2
750,Klang,Apartment,3,768,0,Selangor,0,1,0,0,3
1050,Batu Caves,Apartment,3,960,1,Selangor,0,0,0,0,2
1000,Bangi,Condominium,3,950,2,Selangor,1,1,0,1,2
1400,Puchong,Apartment,3,904,2,Selangor,1,0,0,1,2
1100,Semenyih,Service Residence,3,919,2,Selangor,0,0,0,0,1
1199,Cyberjaya,Apartment,1,500,1,Selangor,1,1,1,1,3
799,Puchong,Apartment,3,860,0,Selangor,0,0,0,0,2
1200,Puchong,Apartment,3,815,1,Selangor,0,0,0,0,2
900,Kajang,Condominium,3,1012,1,Selangor,1,0,0,1,2
950,Petaling Jaya,Apartment,3,850,0,Selangor,0,0,0,0,3
1000,Klang,Apartment,3,1000,0,Selangor,0,0,0,0,3
1100,Cyberjaya,Service Residence,1,700,2,Selangor,0,1,1,0,3
1300,Puchong,Service Residence,3,1141,1,Selangor,1,1,0,1,2
1500,Cyberjaya,Condominium,3,1000,2,Selangor,1,1,1,1,3
1200,Subang Jaya,Condominium,1,600,1,Selangor,1,0,0,1,3
1500,Cyberjaya,Condominium,3,1000,2,Selangor,1,1,1,1,3
1300,Shah Alam,Apartment,3,800,2,Selangor,0,1,0,0,3
550,Semenyih,Flat,3,650,0,Selangor,0,0,0,0,1
1299,Batu Caves,Service Residence,3,859,1,Selangor,1,1,0,1,2
850,Batu Caves,Apartment,3,710,1,Selangor,0,0,0,0,2
1699,Selayang,Condominium,3,1102,1,Selangor,1,1,1,1,3
1600,Shah Alam,Service Residence,2,527,2,Selangor,1,1,1,1,3
1100,Semenyih,Service Residence,3,919,2,Selangor,1,0,1,1,1
1250,Sepang,Service Residence,2,646,1,Selangor,1,1,0,1,2
1350,Kota Damansara,Condominium,3,900,1,Selangor,1,0,0,1,5
650,Damansara Damai,Apartment,3,800,1,Selangor,0,0,0,0,2
499,Cyberjaya,Condominium,1,500,2,Selangor,1,1,1,1,3
1199,Cyberjaya,Service Residence,2,700,0,Selangor,1,1,1,1,3
1250,Shah Alam,Studio,1,480,2,Selangor,1,1,1,1,3
799,Damansara Damai,Apartment,3,800,0,Selangor,0,0,0,0,2
1500,Kota Damansara,Duplex,1,662,1,Selangor,1,1,1,1,5
650,Klang,Apartment,3,850,0,Selangor,0,0,0,0,3
950,Ampang,Apartment,3,750,1,Selangor,0,0,0,0,3
2600,Setia Alam,Service Residence,3,985,1,Selangor,1,0,0,1,4
1500,Petaling Jaya,Service Residence,1,600,1,Selangor,1,1,0,1,3
750,Petaling Jaya,Flat,3,680,0,Selangor,0,0,0,0,3
1200,Petaling Jaya,Service Residence,1,341,1,Selangor,0,1,0,1,3
920,Semenyih,Apartment,3,900,1,Selangor,1,0,0,1,1
1300,Kajang,Condominium,2,600,2,Selangor,1,0,1,1,2
1600,Kota Damansara,Duplex,1,662,2,Selangor,1,1,1,1,5
550,Seri Kembangan,Apartment,3,650,0,Selangor,0,0,0,0,2
1000,Petaling Jaya,Flat,3,650,2,Selangor,0,0,0,0,3
700,Cheras,Flat,3,750,1,Selangor,0,0,1,0,3
1650,Petaling Jaya,Service Residence,1,622,1,Selangor,1,1,0,1,3
1150,Rawang,Apartment,3,850,2,Selangor,0,1,1,1,1
500,Kota Damansara,Apartment,3,750,2,Selangor,0,1,1,0,5
1050,Shah Alam,Apartment,3,850,1,Selangor,0,0,1,0,3
1199,Batu Caves,Condominium,3,950,0,Selangor,1,0,0,1,2
1250,Kajang,Apartment,3,872,0,Selangor,1,1,0,1,2
800,Ampang,Flat,3,650,1,Selangor,0,0,0,0,3
1300,Petaling Jaya,Apartment,3,800,2,Selangor,0,0,0,1,3
1200,Kajang,Service Residence,1,450,2,Selangor,1,1,0,1,2
2100,Cyberjaya,Condominium,2,795,2,Selangor,1,1,1,1,3
650,Damansara Damai,Apartment,3,650,0,Selangor,0,0,0,0,2
899,Seri Kembangan,Apartment,3,836,1,Selangor,0,0,0,0,2
1300,Shah Alam,Studio,1,430,1,Selangor,1,1,0,1,3
1100,Shah Alam,Apartment,3,800,0,Selangor,0,0,0,0,3
850,Rawang,Apartment,3,800,1,Selangor,0,0,0,0,1
950,Bandar Sunway,Apartment,3,850,0,Selangor,0,0,0,0,4
1900,Shah Alam,Service Residence,2,1205,1,Selangor,1,1,0,1,3
1200,Kajang,Condominium,3,1270,1,Selangor,1,1,1,1,2
2200,Shah Alam,Service Residence,3,1352,1,Selangor,1,1,0,1,3
800,Puchong,Apartment,2,680,0,Selangor,0,0,0,0,2
1200,Batu Caves,Service Residence,3,1052,1,Selangor,1,1,0,1,2
1500,Subang Jaya,Apartment,2,620,2,Selangor,1,1,0,1,3
800,Rawang,Flat,3,725,0,Selangor,0,0,0,0,1
1000,Bangi,Apartment,3,750,1,Selangor,0,0,0,0,2
1100,Setia Alam,Apartment,3,939,1,Selangor,1,0,0,1,4
1800,Shah Alam,Condominium,3,1119,1,Selangor,1,1,1,1,3
1499,Petaling Jaya,Condominium,3,986,1,Selangor,1,0,0,1,3
950,Petaling Jaya,Condominium,3,850,0,Selangor,0,0,0,1,3
698,Dengkil,Condominium,3,901,0,Selangor,1,1,0,1,2
1300,Puchong,Condominium,2,742,2,Selangor,1,1,1,1,2
1500,Subang Jaya,Service Residence,1,685,2,Selangor,1,1,1,1,3
1050,Seri Kembangan,Service Residence,1,531,2,Selangor,1,1,1,1,2
1500,Subang Jaya,Service Residence,1,685,2,Selangor,1,1,1,1,3
1000,Subang Jaya,Apartment,1,500,2,Selangor,0,1,1,0,3
799,Semenyih,Service Residence,3,860,1,Selangor,0,0,0,0,1
1050,Cyberjaya,Service Residence,1,450,2,Selangor,1,1,1,1,3
1200,Puchong,Condominium,3,970,2,Selangor,1,1,1,1,2
1500,Setia Alam,Apartment,3,950,1,Selangor,1,1,0,1,4
900,Kapar,Apartment,3,850,0,Selangor,0,0,0,0,1
1500,Shah Alam,Service Residence,2,818,1,Selangor,1,1,1,1,3
1300,Subang Jaya,Condominium,2,680,2,Selangor,1,1,1,1,3
1400,Shah Alam,Condominium,2,900,1,Selangor,0,0,0,0,3
1200,Shah Alam,Apartment,3,833,0,Selangor,0,0,0,0,3
698,Dengkil,Condominium,3,901,0,Selangor,1,1,0,1,2
950,Petaling Jaya,Apartment,3,852,0,Selangor,1,0,0,1,3
699,Semenyih,Condominium,3,800,1,Selangor,0,1,0,0,1
1200,Setia Alam,Apartment,3,939,1,Selangor,0,0,0,1,4
1500,Kajang,Service Residence,3,1022,0,Selangor,1,1,0,1,2
1300,Batu Caves,Condominium,3,950,1,Selangor,1,0,0,1,2
500,Seri Kembangan,Flat,2,613,0,Selangor,0,0,0,0,2
1500,Kajang,Condominium,3,1000,0,Selangor,1,0,0,1,2
1200,Puchong,Apartment,3,1200,1,Selangor,1,1,0,1,2
900,Shah Alam,Apartment,3,926,0,Selangor,0,0,0,0,3
850,Seri Kembangan,Apartment,3,800,1,Selangor,0,1,0,0,2
800,Kajang,Condominium,2,590,1,Selangor,1,1,0,1,2
900,Puchong,Apartment,3,850,1,Selangor,1,0,0,1,2
750,Bangi,Apartment,3,786,0,Selangor,0,0,0,0,2
1300,Batu Caves,Condominium,3,1246,1,Selangor,1,1,0,1,2
550,Seri Kembangan,Flat,2,500,0,Selangor,0,0,0,0,2
2800,Petaling Jaya,Condominium,2,1000,1,Selangor,1,1,0,1,3
1200,Petaling Jaya,Apartment,3,800,2,Selangor,0,1,1,0,3
699,Semenyih,Apartment,4,1050,1,Selangor,0,1,0,0,1
600,Puchong,Apartment,3,650,1,Selangor,0,0,0,0,2
849,Semenyih,Apartment,3,860,1,Selangor,0,0,0,0,1
2300,Setia Alam,Condominium,3,985,1,Selangor,1,0,0,1,4
1000,Klang,Flat,3,650,1,Selangor,0,0,0,0,3
1500,Port Klang,Condominium,2,750,1,Selangor,0,0,0,0,4
1200,Kajang,Condominium,3,980,2,Selangor,1,0,0,1,2
900,Selayang,Condominium,2,986,0,Selangor,1,0,0,1,3
600,Batu Caves,Flat,3,850,0,Selangor,0,0,0,0,2
1400,USJ,Service Residence,1,450,2,Selangor,0,1,1,0,3
2800,Alam Impian,Condominium,3,953,1,Selangor,1,1,1,1,5
1200,Puchong,Condominium,3,1055,1,Selangor,0,1,0,0,2
1200,Balakong,Service Residence,1,500,2,Selangor,1,1,1,1,2
900,Cheras,Apartment,3,1020,0,Selangor,0,0,0,0,3
800,Shah Alam,Apartment,1,600,0,Selangor,0,0,0,0,3
1000,Bandar Sri Damansara,Apartment,3,786,1,Selangor,0,0,0,0,1
1200,Petaling Jaya,Apartment,3,850,1,Selangor,1,0,0,1,3
1050,Setia Alam,Apartment,3,950,1,Selangor,1,0,0,1,4
1000,Shah Alam,Apartment,3,850,1,Selangor,0,1,0,0,3
1600,Ampang,Condominium,1,550,2,Selangor,1,1,1,1,3
1200,Kajang,Service Residence,2,574,1,Selangor,1,1,1,1,2
1400,Sepang,Service Residence,3,807,1,Selangor,1,1,0,1,2
2400,Petaling Jaya,Condominium,3,1350,2,Selangor,1,1,1,1,3
1900,Kota Damansara,Service Residence,1,561,2,Selangor,1,1,1,1,5
1400,Puchong,Condominium,4,1200,1,Selangor,0,0,0,0,2
700,Kota Damansara,Flat,3,650,1,Selangor,0,0,0,0,5
1199,Seri Kembangan,Condominium,3,966,2,Selangor,1,1,1,1,2
1100,Kajang,Service Residence,1,768,0,Selangor,1,1,0,1,2
1200,Setia Alam,Apartment,3,813,0,Selangor,1,0,0,1,4
1100,Cheras,Apartment,3,950,0,Selangor,0,0,0,0,3
900,Bandar Sungai Long,Condominium,3,950,1,Selangor,0,0,0,1,1
850,Cyberjaya,Condominium,1,500,1,Selangor,1,1,1,1,3
1500,Shah Alam,Condominium,3,980,1,Selangor,0,0,0,0,3
1500,Sungai Buloh,Service Residence,2,881,1,Selangor,1,1,0,1,3
800,Shah Alam,Apartment,3,650,0,Selangor,0,0,0,0,3
1600,Balakong,Service Residence,3,1044,1,Selangor,0,0,0,0,2
1300,Setia Alam,Service Residence,1,500,2,Selangor,1,0,0,1,4
900,Seri Kembangan,Apartment,3,836,1,Selangor,0,1,0,0,2
899,Seri Kembangan,Apartment,3,836,1,Selangor,0,0,0,0,2
2300,Bukit Jelutong,Condominium,3,1250,1,Selangor,1,0,0,1,5
1700,Shah Alam,Condominium,2,527,2,Selangor,1,1,1,1,3
1100,Bandar Mahkota Cheras,Condominium,4,1425,1,Selangor,1,1,1,1,4
900,Klang,Apartment,3,850,0,Selangor,0,0,0,0,3
850,Puchong,Condominium,3,780,2,Selangor,0,1,1,0,2
700,Kajang,Apartment,3,655,0,Selangor,0,0,0,0,2
1600,Kajang,Apartment,3,1000,2,Selangor,0,1,0,0,2
2000,Cheras,Service Residence,3,775,2,Selangor,1,1,1,1,3
1200,Seri Kembangan,Service Residence,1,650,1,Selangor,1,1,0,1,2
1050,Setia Alam,Apartment,3,813,1,Selangor,1,0,0,1,4
1300,Bandar Sunway,Apartment,3,915,0,Selangor,0,0,0,0,4
1350,Puchong,Condominium,3,850,2,Selangor,1,0,0,1,2
1200,Cyberjaya,Condominium,3,1000,1,Selangor,1,1,1,1,3
2100,I-City,Condominium,2,725,2,Selangor,0,0,0,0,4
1500,Puchong,Condominium,3,1100,2,Selangor,1,0,0,1,2
1300,Subang Jaya,Apartment,3,927,1,Selangor,1,1,0,1,3
850,Seri Kembangan,Apartment,3,836,0,Selangor,0,0,0,0,2
899,Seri Kembangan,Apartment,3,836,1,Selangor,0,0,1,0,2
900,Seri Kembangan,Apartment,3,856,1,Selangor,0,1,0,0,2
850,Seri Kembangan,Apartment,3,836,1,Selangor,0,0,0,0,2
1050,Seri Kembangan,Condominium,3,845,1,Selangor,1,0,0,1,2
1700,Setia Alam,Service Residence,1,600,2,Selangor,1,0,0,1,4
800,Kajang,Apartment,3,833,1,Selangor,0,0,0,0,2
900,Seri Kembangan,Apartment,3,850,1,Selangor,0,0,0,0,2
950,Seri Kembangan,Apartment,3,850,1,Selangor,0,0,0,0,2
950,Kajang,Condominium,3,1012,1,Selangor,1,1,1,1,2
1000,Shah Alam,Apartment,3,936,1,Selangor,1,0,0,1,3
870,Semenyih,Apartment,3,850,1,Selangor,1,0,0,1,1
1000,Cheras,Apartment,4,1366,1,Selangor,0,0,0,1,3
1300,Seri Kembangan,Apartment,3,1000,1,Selangor,1,0,0,1,2
450,Petaling Jaya,Apartment,3,852,2,Selangor,1,1,1,1,3
1100,Seri Kembangan,Condominium,3,845,1,Selangor,0,0,0,0,2
1200,Bandar Sungai Long,Apartment,3,986,2,Selangor,0,0,1,0,1
1200,Bandar Sungai Long,Apartment,3,986,2,Selangor,0,0,1,0,1
1300,Cyberjaya,Service Residence,1,450,2,Selangor,1,1,0,1,3
1200,Dengkil,Service Residence,2,650,1,Selangor,1,1,0,1,2
850,Seri Kembangan,Apartment,3,850,1,Selangor,0,0,0,0,2
2300,Bukit Jelutong,Condominium,3,1250,1,Selangor,1,0,0,1,5
1600,Damansara Damai,Service Residence,3,674,2,Selangor,1,1,1,1,2
1700,Damansara Damai,Service Residence,5,1228,1,Selangor,1,1,1,1,2
1400,Damansara Damai,Service Residence,4,909,1,Selangor,1,1,0,1,2
1600,Cheras,Condominium,1,551,2,Selangor,1,1,1,1,3
750,Puchong,Flat,3,650,0,Selangor,0,0,0,1,2
1600,Ulu Klang,Condominium,2,1098,1,Selangor,1,0,0,1,6
1700,Setia Alam,Service Residence,1,858,2,Selangor,1,0,0,1,4
1300,Ampang,Apartment,3,833,0,Selangor,1,0,0,0,3
1400,Shah Alam,Service Residence,1,850,2,Selangor,1,1,1,1,3
1700,Shah Alam,Service Residence,3,1188,1,Selangor,1,1,0,1,3
600,Rawang,Apartment,3,650,0,Selangor,0,0,0,0,1
1199,Cyberjaya,Condominium,1,500,2,Selangor,1,1,1,1,3
1450,Cyberjaya,Apartment,3,850,1,Selangor,0,1,0,1,3
1400,Selayang,Condominium,3,1243,1,Selangor,0,1,0,1,3
1300,Sungai Buloh,Condominium,4,1100,0,Selangor,1,0,0,1,3
1500,Bandar Sunway,Condominium,3,1192,1,Selangor,0,1,1,1,4
950,Setia Alam,Apartment,3,813,0,Selangor,1,0,0,1,4
1300,Setia Alam,Service Residence,1,858,2,Selangor,1,0,0,1,4
700,Sungai Buloh,Apartment,3,650,1,Selangor,0,0,0,0,3
700,Damansara Damai,Apartment,3,850,0,Selangor,0,0,0,0,2
620,Puchong,Apartment,3,850,0,Selangor,0,0,0,0,2
1300,Kajang,Condominium,3,1270,1,Selangor,1,1,0,1,2
1350,Seri Kembangan,Condominium,3,1100,1,Selangor,1,1,0,1,2
1950,Subang Jaya,Condominium,4,1345,2,Selangor,1,1,1,1,3
1400,Shah Alam,Condominium,3,1119,1,Selangor,1,0,0,1,3
1500,Kajang,Condominium,4,1302,1,Selangor,0,1,0,0,2
2000,Shah Alam,Service Residence,2,893,1,Selangor,1,1,1,1,3
1350,Puchong,Condominium,3,970,2,Selangor,1,1,1,1,2
1500,Klang,Apartment,3,1150,1,Selangor,0,0,0,1,3
1200,Klang,Apartment,3,813,0,Selangor,1,0,0,1,3
1500,Cyberjaya,Service Residence,2,650,2,Selangor,1,1,1,1,3
1150,Kajang,Apartment,3,1305,1,Selangor,0,1,0,0,2
760,Port Klang,Flat,3,650,0,Selangor,0,0,0,0,4
1000,Ampang,Flat,3,750,1,Selangor,0,1,0,0,3
1580,Setia Alam,Apartment,3,939,2,Selangor,1,1,1,1,4
1500,Shah Alam,Condominium,3,1100,1,Selangor,1,0,1,1,3
1200,Cheras,Apartment,3,980,1,Selangor,0,1,0,0,3
2100,Kota Damansara,Duplex,2,1012,1,Selangor,0,0,0,0,5
1500,Bandar Sri Damansara,Condominium,2,791,1,Selangor,1,0,0,1,1
1200,Shah Alam,Condominium,2,759,1,Selangor,1,1,0,1,3
1250,Shah Alam,Service Residence,2,759,1,Selangor,1,1,0,0,3
1100,Puchong,Others,1,700,1,Selangor,0,1,0,0,2
1000,Shah Alam,Apartment,3,936,1,Selangor,0,0,0,0,3
1000,Kajang,Condominium,3,1012,1,Selangor,1,0,0,1,2
1000,Kajang,Condominium,4,1366,1,Selangor,1,0,0,1,2
1500,Cyberjaya,Condominium,3,1010,1,Selangor,1,1,1,1,3
698,Dengkil,Condominium,3,901,0,Selangor,1,1,0,1,2
1150,Bangi,Apartment,3,870,2,Selangor,0,1,0,0,2
1600,Puncak Alam,Apartment,3,889,2,Selangor,1,1,0,1,1
2300,Kota Damansara,Service Residence,2,630,2,Selangor,0,0,0,0,5
2000,Petaling Jaya,Condominium,2,1200,0,Selangor,0,0,0,0,3
1100,Selayang,Others,3,1280,1,Selangor,0,1,0,1,3
2500,Klang,Service Residence,3,815,2,Selangor,1,1,1,1,3
850,Shah Alam,Flat,2,800,0,Selangor,0,0,0,0,3
1900,Kota Damansara,Duplex,1,795,2,Selangor,0,0,0,0,5
1150,Damansara Perdana,Studio,1,468,2,Selangor,0,1,1,0,3
2300,Cyberjaya,Service Residence,3,990,2,Selangor,1,0,0,1,3
1700,Bangi,Condominium,3,1065,2,Selangor,1,1,0,1,2
1400,Batu Caves,Service Residence,3,1203,1,Selangor,1,1,0,1,2
900,Kajang,Condominium,3,883,1,Selangor,1,1,1,1,2
1600,Bandar Mahkota Cheras,Condominium,4,1396,1,Selangor,1,0,1,1,4
1450,Petaling Jaya,Condominium,3,850,1,Selangor,0,1,1,0,3
1000,Semenyih,Condominium,3,1073,0,Selangor,1,0,0,1,1
650,Kajang,Apartment,3,665,0,Selangor,0,0,0,0,2
2000,Cheras,Service Residence,2,720,2,Selangor,1,1,1,1,3
1800,Port Klang,Service Residence,3,885,1,Selangor,1,1,0,1,4
1000,Bangi,Apartment,3,955,1,Selangor,0,0,0,0,2
1300,Cyberjaya,Service Residence,3,913,2,Selangor,1,0,0,1,3
1200,Pulau Indah (Pulau Lumut),Service Residence,2,650,1,Selangor,1,1,1,1,2
800,Dengkil,Apartment,3,1000,0,Selangor,0,0,0,0,2
1300,Kajang,Service Residence,2,574,2,Selangor,1,1,1,1,2
1100,Kajang,Condominium,3,1288,1,Selangor,1,1,0,1,2
1300,Petaling Jaya,Apartment,3,771,2,Selangor,0,1,1,1,3
750,Kota Damansara,Apartment,3,650,1,Selangor,0,0,0,0,5
1000,Semenyih,Condominium,3,960,1,Selangor,1,0,0,1,1
1800,Bandar Sunway,Service Residence,3,931,1,Selangor,1,1,1,1,4
1300,Kajang,Condominium,3,1288,1,Selangor,1,1,0,1,2
1300,Bangi,Service Residence,3,1017,1,Selangor,0,0,0,0,2
1600,Kajang,Apartment,4,1150,2,Selangor,1,1,1,1,2
1800,Petaling Jaya,Condominium,2,732,1,Selangor,1,0,0,0,3
2500,Kota Damansara,Condominium,3,1008,2,Selangor,1,0,0,1,5
1000,Ampang,Apartment,3,700,1,Selangor,0,1,1,0,3
1000,Kajang,Service Residence,3,850,0,Selangor,1,0,0,1,2
1200,Puchong,Condominium,3,1052,1,Selangor,1,1,0,1,2
1300,Bangi,Apartment,4,981,2,Selangor,0,0,0,1,2
1600,Bangi,Service Residence,3,1065,2,Selangor,1,1,1,1,2
300,Batu Caves,Flat,3,650,2,Selangor,0,0,0,1,2
600,Cheras,Flat,2,770,0,Selangor,0,0,0,0,3
750,Cheras,Apartment,2,650,0,Selangor,0,0,0,0,3
1000,Cyberjaya,Condominium,1,490,2,Selangor,1,1,1,1,3
850,Cyberjaya,Condominium,1,550,1,Selangor,1,1,1,1,3
1500,Puchong,Condominium,3,1072,2,Selangor,1,1,1,1,2
950,Shah Alam,Condominium,1,490,2,Selangor,1,0,0,1,3
620,Shah Alam,Apartment,3,650,1,Selangor,0,0,1,0,3
2500,Setia Alam,Condominium,2,781,2,Selangor,0,0,0,0,4
1500,Kajang,Service Residence,3,1163,1,Selangor,1,1,0,1,2
1100,Semenyih,Apartment,3,850,2,Selangor,1,1,1,1,1
1000,Semenyih,Apartment,3,1033,1,Selangor,0,1,0,1,1
850,Kajang,Condominium,3,860,0,Selangor,1,0,0,1,2
700,Puchong,Apartment,3,650,0,Selangor,0,0,0,0,2
1100,Ampang,Apartment,3,892,1,Selangor,0,1,0,0,3
900,Klang,Apartment,3,755,1,Selangor,0,0,0,1,3
2300,I-City,Condominium,2,725,2,Selangor,0,0,0,0,4
1000,Shah Alam,Apartment,1,430,1,Selangor,1,1,0,1,3
1600,Setia Alam,Apartment,3,939,2,Selangor,0,1,1,1,4
1700,Shah Alam,Condominium,2,1119,2,Selangor,0,0,0,1,3
1250,Shah Alam,Apartment,3,700,2,Selangor,0,0,0,1,3
1250,Kajang,Service Residence,2,800,1,Selangor,1,1,0,1,2
1000,Cheras,Condominium,3,980,0,Selangor,1,0,0,1,3
2100,I-City,Condominium,2,725,2,Selangor,0,0,0,0,4
850,Puchong,Apartment,3,650,1,Selangor,0,0,0,1,2
750,Puchong,Apartment,3,650,0,Selangor,0,0,0,1,2
1000,Puchong,Apartment,3,810,2,Selangor,0,1,0,1,2
1100,Seri Kembangan,Condominium,3,916,1,Selangor,1,1,0,1,2
1400,Puchong,Condominium,3,1100,1,Selangor,1,1,1,1,2
1400,Petaling Jaya,Condominium,1,480,1,Selangor,1,0,0,1,3
1050,Semenyih,Condominium,3,980,1,Selangor,1,1,0,1,1
900,Dengkil,Condominium,3,974,0,Selangor,1,0,0,1,2
850,Kajang,Apartment,3,958,1,Selangor,0,1,0,1,2
1400,Shah Alam,Condominium,1,660,2,Selangor,1,1,1,1,3
1500,Kajang,Condominium,3,1366,2,Selangor,1,1,1,1,2
1800,Cheras,Condominium,3,875,1,Selangor,1,1,0,1,3
600,Gombak,Others,1,390,2,Selangor,0,1,0,0,4
600,Puchong,Apartment,3,650,0,Selangor,0,0,0,0,2
1500,Cyberjaya,Service Residence,2,770,2,Selangor,1,1,1,1,3
800,Cyberjaya,Condominium,1,550,1,Selangor,0,1,1,0,3
1550,Cyberjaya,Condominium,2,980,2,Selangor,1,1,1,1,3
1200,Cyberjaya,Service Residence,1,450,2,Selangor,1,1,1,1,3
1000,Cyberjaya,Condominium,1,500,2,Selangor,1,1,1,1,3
700,Semenyih,Apartment,3,800,1,Selangor,0,0,0,0,1
1250,Semenyih,Condominium,4,1173,1,Selangor,1,0,0,1,1
950,Kajang,Others,3,1255,1,Selangor,1,1,1,1,2
900,Kajang,Condominium,3,1288,1,Selangor,1,1,1,1,2
700,Kajang,Condominium,3,1023,1,Selangor,1,1,1,1,2
800,Damansara Damai,Apartment,3,700,1,Selangor,0,0,0,1,2
1300,Petaling Jaya,Apartment,3,852,2,Selangor,0,0,1,1,3
1150,Dengkil,Apartment,3,901,1,Selangor,1,0,1,1,2
850,Seri Kembangan,Apartment,3,815,0,Selangor,1,0,0,1,2
1100,Petaling Jaya,Apartment,2,800,1,Selangor,0,0,0,1,3
2000,Cheras,Condominium,2,650,2,Selangor,1,1,1,1,3
1200,Damansara Perdana,Condominium,1,950,1,Selangor,0,1,0,0,3
1250,Damansara Perdana,Condominium,1,466,2,Selangor,0,1,1,0,3
